transcript_stable_ID,Nr35 counts,Nr36 counts,Nr37 counts,Nr38 counts
Y37E11AM.3b,1241,1211,1276,1251
Y37E11AR.7,2,1,3,2
Y37E11B.1,109,68,80,101
Y37E11B.1,74,52,55,81
Y37E11B.10,6,0,4,3
Y37E11B.10,3,0,1,1
Y37E11B.10,7,0,4,3
Y37E11B.2,96,82,77,106
Y37E11B.5,913,912,859,922
Y37E11B.6,256,253,278,319
Y37E11B.7,16,15,20,28
Y37E11B.9,0,1,2,0
Y37E3.1,1443,1453,1276,1565
Y37E3.17,6842,6279,6285,7050
Y37E3.17,6842,6279,6285,7050
Y37E3.19,1,0,2,0
Y37E3.8,18332,19684,19609,21001
Y37E3.8,18300,19650,19554,20959
Y37F4.1,10,8,8,5
Y37F4.2,0,1,1,1
Y37F4.3,0,0,0,0
Y37F4.4,0,0,0,0
Y37F4.5,2,1,3,2
Y37F4.6,287,252,246,259
Y37F4.7,25,18,17,19
Y37F4.8,16,14,14,12
Y37H2A.1,1313,1297,1299,1357
Y37H2A.10,2,3,4,4
Y37H2A.11,0,0,0,0
Y37H2A.12,284,295,228,276
Y37H2A.13,118,105,87,85
Y37H2A.14,111,107,109,130
Y37H2A.7,117,93,104,120
Y37H2B.1,2,2,2,1
Y37H2C.1,19,9,13,11
Y37H2C.4,0,0,0,0
Y37H9A.1,489,417,443,521
Y37H9A.1,489,416,443,521
Y37H9A.2,2,6,4,6
Y37H9A.3,1408,1378,1273,1492
Y37H9A.5,83,88,52,184
Y38A10A.2,59,37,55,36
Y38A10A.7,1304,1171,1089,1283
Y38C1AA.1,1522,1412,1366,1534
Y38C1AA.1,1775,1657,1583,1809
Y38C1AA.1,385,366,285,328
Y38C1AA.1,1464,1367,1329,1457
Y38C1AA.12,908,806,795,846
Y38C1AA.6,92,72,68,72
Y38C1AA.7,1,3,1,6
Y38C1AA.9,49,24,38,40
Y38C1AB.1,1,0,0,0
Y38C1AB.3,0,0,0,0
Y38C1AB.5,1,0,0,0
Y38C1AB.7,0,0,0,0
Y38C1BA.1,108,103,96,125
Y38C9B.3,0,0,0,0
Y38E10A.1,1,0,0,0
Y38E10A.14,424,415,381,409
Y38E10A.17,1,7,2,8
Y38E10A.2,0,0,1,1
Y38E10A.20,17,18,20,22
Y38E10A.22,1675,1628,1629,1801
Y38E10A.24,180,172,126,378
Y38E10A.28,64,70,59,67
Y38E10A.3,72,69,55,73
Y38E10A.8,6,2,1,2
Y38E10A.9,0,1,2,1
Y38F1A.1,32,33,36,33
Y38F1A.2,214,228,221,231
Y38F1A.4,9,15,6,13
Y38F1A.7,0,0,0,0
Y38F1A.8,141,129,120,110
Y38F2AL.6,4,4,5,2
Y38F2AR.10,5,6,5,5
Y38F2AR.12,509,481,488,503
Y38F2AR.12,1128,1075,1037,1100
Y38F2AR.3,785,750,722,916
Y38F2AR.9,1753,2104,2427,2493
Y38H6A.1,0,0,0,0
Y38H6A.3,18,4,14,9
Y38H6A.5,13,4,14,10
Y38H6C.13,2,3,2,4
Y38H6C.15,4,7,6,3
Y38H6C.16,181,170,163,183
Y38H6C.18,0,1,2,1
Y38H6C.19,122,108,118,134
Y38H6C.20,63,46,51,50
Y38H6C.21a,29,31,30,57
Y38H6C.23,87,78,50,91
Y38H6C.4,0,0,0,0
Y38H6C.8,1,2,0,0
Y38H6C.9,13,6,12,13
Y38H8A.1,109,115,87,107
Y38H8A.2,0,0,0,0
Y38H8A.2,0,0,2,0
Y38H8A.3,4,7,2,6
Y38H8A.4,0,1,2,1
Y38H8A.7,106,127,102,122
Y39A1A.10,1,2,1,0
Y39A1A.14,1147,1056,1101,1226
Y39A1A.16,44,59,48,53
Y39A1A.17,13,12,14,16
Y39A1A.18,2,1,3,2
Y39A1A.2,2,2,4,3
Y39A1A.20,75,99,110,124
Y39A1A.21,2852,2753,2862,3127
Y39A1A.22,2135,2073,2169,2263
Y39A1A.24,480,514,497,564
Y39A1A.3,937,906,928,997
Y39A1A.9,166,136,149,124
Y39A1C.1,88,63,77,88
Y39A3A.2,1,0,1,2
Y39A3A.3,10,13,11,7
Y39A3A.4,15,17,18,21
Y39A3B.1,3,4,8,5
Y39A3B.3,7,5,7,7
Y39A3CL.1,2205,2259,2410,2384
Y39A3CL.3,92,102,54,214
Y39A3CL.4,1141,1240,1136,1415
Y39A3CL.4,1141,1240,1136,1415
Y39A3CL.4,1112,1212,1150,1283
Y39A3CL.7,2287,2297,2129,2382
Y39A3CL.7,8337,8423,8459,9283
Y39A3CR.8,0,3,1,2
Y39B6A.1,30270,31617,30938,40055
Y39B6A.10,1327,1268,1265,1482
Y39B6A.13,710,743,682,823
Y39B6A.18,3,5,0,2
Y39B6A.25,0,2,1,0
Y39B6A.27,154,149,143,144
Y39B6A.29,12,6,6,9
Y39B6A.3,600,560,496,651
Y39B6A.3,487,473,431,547
Y39B6A.30,0,4,5,4
Y39B6A.33,2384,2276,1867,2376
Y39B6A.34,239,287,276,375
Y39B6A.37,1558,1446,1491,1587
Y39B6A.41,74,63,69,77
Y39B6A.42,693,772,756,924
Y39B6A.43,1011,963,880,1101
Y39B6A.43,1005,959,877,1094
Y39B6A.5,102,122,103,127
Y39B6A.7,47,30,46,40
Y39B6A.8,54,35,52,35
Y39B6A.9,9,8,4,5
Y39C12A.9,110,74,86,92
Y39D8A.1,144,144,171,175
Y39D8A.1,29,33,41,42
Y39D8A.1,43,44,58,56
Y39D8A.1,137,135,163,165
Y39E4A.1,0,0,0,1
Y39E4B.10,1183,1167,1027,1195
Y39E4B.11,5,6,9,5
Y39E4B.13,20,28,34,22
Y39E4B.5,3159,3066,3181,3614
Y39E4B.6,846,730,734,775
Y39F10A.1,17,11,19,33
Y39F10A.2,0,0,0,0
Y39F10A.3,1,0,1,0
Y39F10C.1,2,3,0,2
Y39G10AL.1,381,374,370,491
Y39G10AR.11,5958,5351,4860,5570
Y39G10AR.15,390,464,334,420
Y39G10AR.16,2,4,2,5
Y39G10AR.9,2954,2913,2904,3188
Y39G8B.1,1437,1476,1615,1636
Y39G8B.1,1414,1449,1588,1609
Y39G8B.10,1,4,3,1
Y39G8B.2,368,333,392,400
Y39G8B.5,11,12,8,13
Y39G8B.7,2,3,1,1
Y39G8B.9,23,12,23,6
Y39G8C.2,0,1,1,3
Y39H10A.1,2,2,3,2
Y39H10A.6,1388,1300,1365,1373
Y39H10B.2,246,224,184,233
Y40A1A.1,3,6,1,9
Y40A1A.2,14,11,6,10
Y40A1A.3,165,167,184,196
Y40B10A.4,0,2,0,0
Y40B10A.5,0,1,1,0
Y40B10A.9,335,277,250,284
Y40B10B.1,0,2,3,1
Y40B1A.1,31,29,30,38
Y40B1A.2,90,104,110,110
Y40B1A.3,797,768,685,811
Y40B1A.5,229,235,201,273
Y40B1B.7,959,805,610,1083
Y40C5A.3,28,28,25,30
Y40C5A.4,229,210,178,177
Y40C5A.4,168,150,139,137
Y40C7B.4,9,12,8,3
Y40D12A.1,1197,1214,963,1237
Y40D12A.1,472,514,391,556
Y40H4A.2,2,3,0,0
Y40H7A.10,1283,1162,1049,1192
Y40H7A.11,10,7,13,7
Y40H7A.2,2,1,3,0
Y40H7A.3,3,1,4,0
Y40H7A.4,8,11,10,8
Y40H7A.4,7,8,9,7
Y40H7A.9,0,1,0,2
Y41C4A.1,2,1,0,1
Y41C4A.11,92,59,90,101
Y41C4A.12,131,89,108,105
Y41C4A.12,131,89,108,105
Y41C4A.17,3,2,0,5
Y41C4A.18,0,0,0,1
Y41C4A.6,14,19,14,23
Y41C4A.7,1,1,1,0
Y41C4A.8,164,151,190,178
Y41C4A.9,1401,1328,1297,1409
Y41D4A.1,2,5,7,2
Y41D4A.3,83,74,67,68
Y41D4A.4,5524,5697,5728,6197
Y41D4A.5,4025,4101,3768,4095
Y41D4A.6,1001,1005,1035,1053
Y41D4A.7,42,37,51,39
Y41D4B.1,10,10,19,15
Y41D4B.11,1731,1698,1312,1783
Y41D4B.14,105,70,74,91
Y41D4B.15,6,14,4,9
Y41D4B.17,91,73,70,81
Y41D4B.18,22,15,22,22
Y41D4B.24,10,9,3,8
Y41D4B.26,345,318,259,350
Y41D4B.4,2268,2286,2377,2513
Y41D4B.6,418,412,427,486
Y41E3.1,5582,5296,4931,5558
Y41E3.13,1,0,0,0
Y41E3.18,3,0,2,0
Y41E3.19,1,0,6,6
Y41E3.22,32,23,21,24
Y41E3.6,10,2,3,3
Y41E3.7,3906,3893,3662,4145
Y41E3.7,3257,3284,3085,3558
Y41E3.7,3257,3284,3085,3558
Y41E3.8,340,361,329,390
Y41G9A.10,162,146,163,148
Y41G9A.2,17,12,9,17
Y41G9A.5,120,117,108,108
Y41G9A.5,115,110,106,104
Y41G9A.6,19,11,7,20
Y42A5A.1,259,204,227,249
Y42A5A.3,11,10,5,12
Y42A5A.5,25,25,14,39
Y42G9A.1,155,139,120,136
Y42G9A.2,66,72,49,71
Y42G9A.3,239,221,242,285
Y42G9A.3,263,236,265,303
Y42H9AR.1,3144,3112,2771,3418
Y42H9AR.2,11,11,3,14
Y42H9AR.4,3098,2822,2421,2972
Y42H9AR.5,43,41,49,55
Y42H9B.3,2607,2444,2352,2641
Y43B11AL.1,284,230,218,234
Y43B11AR.1,453,431,492,471
Y43B11AR.3,220,183,178,239
Y43C5A.2,3474,2909,2985,3318
Y43C5A.3,298,262,249,314
Y43C5A.4,15,16,12,14
Y43C5A.7,55,74,46,89
Y43C5B.2,4,0,2,1
Y43C5B.3,30,27,13,30
Y43D4A.1,3,1,2,1
Y43D4A.2,5,6,0,2
Y43D4A.3a,16,19,8,9
Y43D4A.3a,0,0,0,0
Y43D4A.4,0,0,0,0
Y43D4A.4,0,0,0,0
Y43D4A.5,25,15,25,14
Y43D4A.6,23,15,14,24
Y43E12A.2,412,383,353,361
Y43E12A.3,281,320,262,316
Y43F11A.1,0,0,0,0
Y43F11A.4,0,0,0,0
Y43F4A.1,71,53,51,93
Y43F4A.1,529,384,365,442
Y43F4A.4,1,1,0,1
Y43F4B.10,741,780,702,865
Y43F4B.5,4414,4143,4331,4657
Y43F4B.5,4542,4254,4440,4752
Y43F4B.7,1526,1504,1446,1614
Y43F4B.9,250,202,250,266
Y43F8A.1,4,0,3,5
Y43F8A.2,3,2,0,1
Y43F8A.5,71,56,81,74
Y43F8B.1,809,753,854,814
Y43F8B.1,568,528,604,586
Y43F8B.1,759,703,782,759
Y43F8B.10,0,1,0,1
Y43F8B.11,28,34,35,20
Y43F8B.12,1,1,0,1
Y43F8B.13,24,12,28,30
Y43F8B.14,12,16,17,8
Y43F8B.15,0,1,0,3
Y43F8B.18,4,12,8,13
Y43F8B.19,0,0,0,0
Y43F8B.2,1666,1509,1668,1826
Y43F8B.2,1573,1374,1559,1705
Y43F8B.2,1438,1270,1417,1566
Y43F8B.20,2,2,5,6
Y43F8B.3,372,313,405,360
Y43F8B.3,399,343,424,374
Y43F8B.6,17,14,20,17
Y43F8B.9,36,36,39,39
Y43F8C.11,5,4,7,5
Y43F8C.13,724,708,736,785
Y43F8C.15,0,0,0,0
Y43F8C.16,2,1,0,0
Y43F8C.17,1,4,1,3
Y43F8C.18,5,3,2,4
Y43F8C.23,0,0,1,0
Y43F8C.3,1039,934,888,862
Y43F8C.5,3,0,0,4
Y43F8C.6,618,611,624,663
Y43F8C.7,1325,1268,1403,1456
Y43F8C.9,17,6,6,7
Y43H11AL.1,3314,3132,2710,3259
Y44A6B.3,5,7,7,1
Y44A6C.1,445,406,421,454
Y44A6C.2,289,316,284,294
Y44A6D.1,0,0,0,0
Y44A6D.2,243,212,195,166
Y44A6D.3,313,223,284,287
Y44A6D.5,3,2,3,2
Y44A6D.6,1,0,3,2
Y44A6D.7,3,1,1,4
Y44E3A.1,142,106,130,135
Y44E3A.1,133,98,122,123
Y44F5A.1,1113,962,746,967
Y45F10A.7,426,364,294,379
Y45F10A.7,546,482,403,502
Y45F10B.12,0,0,0,0
Y45F10B.13,638,519,516,478
Y45F10B.13,201,154,168,168
Y45F10B.13,602,484,494,457
Y45F10B.15,2,6,3,7
Y45F10B.3,0,0,0,0
Y45F10B.8,0,0,0,0
Y45F10B.9,0,0,0,0
Y45F10C.1,1,1,5,2
Y45F10C.2,504,512,506,514
Y45F10C.4,943,839,704,976
Y45F10C.6,21,19,16,20
Y45F10D.14,5,8,11,6
Y45F10D.15,0,2,2,3
Y45F10D.16,2,0,4,0
Y45F10D.2,47,27,54,19
Y45F10D.4,1149,1113,1158,1268
Y45F10D.6,33,26,22,34
Y45F10D.7,2642,2604,2194,2581
Y45F3A.1,94,64,64,94
Y45F3A.4,296,254,267,247
Y45F3A.5,0,0,0,0
Y45F3A.8,57,38,58,36
Y45F3A.9,471,477,487,500
Y45G12B.2,601,657,775,651
Y45G12B.2,903,919,1106,940
Y45G12B.3,894,867,928,900
Y45G12C.1,32,35,39,39
Y45G12C.10,0,0,0,0
Y45G12C.11,0,0,0,0
Y45G12C.16,0,0,0,0
Y45G12C.3,0,0,0,0
Y45G12C.4,0,0,0,0
Y45G12C.6,0,0,0,0
Y45G5AL.1,2512,2715,2649,2895
Y45G5AL.1,1920,2084,2094,2288
Y45G5AM.2,2652,2639,2511,2823
Y45G5AM.3,200,195,173,197
Y45G5AM.4,2,3,2,3
Y45G5AM.5,169,162,144,195
Y45G5AM.6,371,305,333,323
Y45G5AM.7,3188,2956,2436,3064
Y45G5AM.9,4346,4022,3936,4236
Y45G5AM.9,3947,3692,3530,3822
Y45G5AM.9,4540,4226,4131,4438
Y46B2A.3,5,1,4,1
Y46D2A.1,48,35,51,45
Y46D2A.2,109,97,92,118
Y46D2A.3,2,1,0,0
Y46E12A.2,0,0,2,2
Y46E12A.3,16,10,15,15
Y46E12BL.2,2906,2870,2710,3179
Y46E12BR.1,15,12,19,12
Y46G5A.14,1,1,5,0
Y46G5A.15,102,111,103,98
Y46G5A.18,1541,1551,1609,1670
Y46G5A.18,1681,1705,1767,1841
Y46G5A.20,52,59,51,70
Y46G5A.22,1,4,3,8
Y46G5A.22,1,4,3,8
Y46G5A.23,1,2,0,0
Y46G5A.28,266,274,196,266
Y46G5A.29,28,29,33,27
Y46G5A.34,34,31,39,48
Y46G5A.39,11,5,11,10
Y46G5A.7,243,222,207,261
Y46G5A.8,95,109,106,128
Y46H3A.4,3,9,10,7
Y46H3A.5,0,0,1,1
Y46H3C.4,155,163,170,192
Y46H3C.5,599,529,358,590
Y46H3C.6,32,35,29,30
Y46H3C.7,150,147,108,156
Y46H3D.1,0,1,0,0
Y46H3D.8,0,0,1,0
Y47A7.2,510,389,343,410
Y47C4A.1,0,0,0,0
Y47D3A.1,272,247,228,256
Y47D3A.13,5,5,5,6
Y47D3A.14,577,581,527,619
Y47D3A.20,59,78,74,113
Y47D3A.21,1124,1114,1122,1236
Y47D3A.31,9,11,10,5
Y47D3A.32,40,33,24,34
Y47D3A.5,9,2,6,6
Y47D3B.3,73,51,47,45
Y47D3B.4,190,163,157,167
Y47D3B.6,207,159,231,131
Y47D7A.11,0,0,0,0
Y47D7A.12,8,6,2,5
Y47D7A.13,1074,731,990,605
Y47D7A.15,4,1,1,2
Y47D7A.2,0,0,0,0
Y47D7A.3,0,1,0,0
Y47D7A.6,0,0,0,0
Y47D7A.7,0,0,0,0
Y47D7A.9,0,0,0,0
Y47D9A.1,2574,2347,2426,2605
Y47D9A.1,3199,2929,3040,3331
Y47D9A.3,0,1,1,0
Y47D9A.4,0,0,0,0
Y47D9A.5,0,1,0,0
Y47G6A.13,34,24,30,29
Y47G6A.14,1475,1380,1342,1504
Y47G6A.15,23,9,25,10
Y47G6A.18,2477,2289,2169,2296
Y47G6A.21,502,487,500,521
Y47G6A.22,903,924,920,952
Y47G6A.25,1565,1411,1315,1537
Y47G6A.26,1,2,1,2
Y47G6A.3,9,11,11,17
Y47G6A.30,2,5,1,1
Y47G6A.31,142,138,140,131
Y47G6A.32,58,47,46,37
Y47G6A.33,786,795,724,869
Y47G6A.5,524,515,552,519
Y47G6A.5,440,447,472,443
Y47G6A.7,928,794,810,913
Y47G6A.7,938,806,816,923
Y47G6A.9,621,595,514,670
Y47G7B.2,96,74,104,90
Y47H10A.2,108,99,66,82
Y47H10A.3,11,10,7,11
Y47H10A.4,122,111,70,116
Y47H10A.5,60,65,54,66
Y47H9A.1,0,0,0,0
Y47H9B.2,6,16,14,14
Y47H9C.1,117,78,87,102
Y47H9C.12,0,3,2,2
Y47H9C.8,1079,1148,1085,1191
Y47H9C.9,4,9,13,6
Y48A5A.1,1343,1207,1171,1386
Y48A5A.3,157,154,164,210
Y48A6B.3,1915,2158,1979,2394
Y48A6B.7,227,238,203,220
Y48A6B.8,6,11,4,12
Y48A6B.9,265,220,213,235
Y48A6C.1,73,71,90,88
Y48A6C.4,1051,1013,947,1231
Y48B6A.1,3701,3649,3559,3881
Y48B6A.10,197,194,165,239
Y48B6A.13,816,802,784,835
Y48B6A.13,801,788,769,820
Y48B6A.5,6,4,2,7
Y48C3A.1,1,0,0,2
Y48C3A.12,3308,3419,3381,3554
Y48C3A.14,2719,2742,2754,2966
Y48C3A.18,245,281,298,326
Y48C3A.18,188,224,214,243
Y48C3A.20,1381,1247,1234,1443
Y48C3A.3,267,245,251,273
Y48C3A.5,1145,1080,1030,1084
Y48C3A.5,1146,1082,1032,1086
Y48C3A.5,1149,1088,1043,1090
Y48D7A.1,12,14,8,9
Y48E1B.2,1793,1809,1775,1880
Y48E1B.2,1748,1786,1739,1843
Y48E1B.3,1323,1381,1411,1429
Y48E1B.8,429,419,376,347
Y48E1C.1,987,975,910,1034
Y48E1C.1,1042,1006,937,1077
Y48E1C.1,989,976,912,1035
Y48E1C.2,916,873,862,931
Y48E1C.4,633,576,601,724
Y48E1C.4,633,577,601,724
Y48G10A.1,1703,1796,1687,1791
Y48G10A.2,1580,1515,1401,1629
Y48G10A.3,1712,1611,1751,1972
Y48G10A.4,2112,2075,2113,2245
Y48G10A.6,30,23,14,21
Y48G1A.1,696,637,606,685
Y48G1A.2,1684,1675,1779,2053
Y48G1BL.5,44,62,38,58
Y48G1BL.7,16,10,13,11
Y48G1BM.6,13,15,9,19
Y48G1BM.7,1,1,0,2
Y48G1BM.8,143,144,160,204
Y48G1BR.1,244,259,231,224
Y48G1C.10,551,523,497,571
Y48G1C.12,715,682,662,834
Y48G1C.5,14,6,8,20
Y48G1C.6,132,109,109,133
Y48G1C.8,4555,4871,4592,4831
Y48G1C.9,470,481,393,535
Y48G8AL.10,1699,1670,1729,1878
Y48G8AL.12,2,4,1,0
Y48G8AL.13,2051,2083,2058,2529
Y48G8AL.15,123,134,135,175
Y48G8AL.5,3491,3501,3295,3706
Y48G8AL.7,378,426,352,445
Y48G8AR.2,18,19,20,20
Y48G8AR.3,0,0,1,0
Y48G9A.11,365,364,354,375
Y48G9A.12,0,1,1,0
Y48G9A.6,5,2,3,1
Y48G9A.7,2,4,2,3
Y48G9A.9,371,333,348,358
Y48G9A.9,440,385,397,418
Y49A10A.2,545,452,351,478
Y49A3A.3,978,890,725,960
Y49A3A.4,29,20,23,15
Y49E10.10,37,32,36,39
Y49E10.16,1153,1062,1138,1296
Y49E10.18,613,512,535,518
Y49E10.21,1049,947,812,958
Y49E10.25,0,0,1,0
Y49E10.27,0,0,0,0
Y49E10.29,138,150,132,146
Y49F6A.5,38,46,27,40
Y49F6B.12,2,2,3,3
Y49F6B.13,1,1,1,0
Y49F6B.14,0,0,0,0
Y49F6B.2,555,579,516,648
Y49F6B.6,0,0,0,0
Y49F6B.8,5,5,5,2
Y49F6B.9,973,1037,1039,1121
Y49F6B.9,956,1020,1013,1100
Y49F6C.2,9,11,4,5
Y49F6C.6,56,49,50,68
Y49F6C.7,3,0,0,0
Y49F6C.8,314,309,328,407
Y49G5A.1,32,23,25,46
Y49G5B.1,1051,1008,1014,1120
Y4C6A.1,1,0,1,2
Y4C6A.3,1220,1203,1116,1320
Y4C6A.4,0,0,1,1
Y4C6B.1,3342,3253,2793,3628
Y4C6B.2,23,11,17,26
Y4C6B.2,48,27,44,48
Y4C6B.3,123,132,114,133
Y4C6B.4,119,82,82,85
Y4C6B.4,26,18,12,19
Y4C6B.5,543,532,517,588
Y4C6B.7,325,295,316,340
Y50C1A.2,43,29,41,36
Y50D4A.1,2836,2567,2402,2765
Y50D4A.1,2872,2601,2426,2807
Y50D4A.3,0,0,2,1
Y50D4A.4,1121,1121,1192,1218
Y50D4A.5,86,92,98,121
Y50D4B.1,10,11,7,14
Y50D4B.2,15,17,25,23
Y50D4B.4,732,610,596,712
Y50D4B.6,25,21,20,27
Y50D4B.7,0,3,3,0
Y50D4C.2,114,115,117,156
Y50D4C.3,1350,1435,1309,1447
Y50D4C.5,2038,2092,2123,2201
Y50D4C.6,301,309,353,328
Y50D7A.1,4562,4194,4356,4376
Y50D7A.10,419,423,360,434
Y50D7A.3,647,598,579,716
Y50D7A.3,2364,2297,2186,2549
Y50D7A.8,1589,1651,1541,1830
Y50E8A.1,15,13,19,17
Y50E8A.10,4,1,2,1
Y50E8A.11,7,6,9,7
Y50E8A.12,8,12,3,17
Y50E8A.2,1,0,0,0
Y50E8A.5,141,108,112,129
Y50E8A.6,2,0,1,0
Y51A2A.12,0,0,1,0
Y51A2A.4,1,1,2,0
Y51A2A.5,0,1,2,4
Y51A2A.6,0,3,3,5
Y51A2B.2,0,0,0,0
Y51A2B.4,0,0,0,0
Y51A2B.5,1,0,0,0
Y51A2B.6,1,0,1,1
Y51A2B.8,2,0,0,0
Y51A2B.9,2,1,0,0
Y51A2D.1,0,0,0,0
Y51A2D.13,630,659,656,682
Y51A2D.13,659,685,687,712
Y51A2D.14,127,113,74,320
Y51A2D.18,424,409,416,411
Y51A2D.21,57,37,36,43
Y51A2D.7a,1459,1344,1528,1545
Y51A2D.7a,1451,1334,1518,1536
Y51A2D.8,2,16,5,4
Y51B9A.5,0,1,0,0
Y51B9A.6,24,14,9,16
Y51B9A.7,0,0,0,0
Y51B9A.8,3,1,2,2
Y51B9A.9,65,50,44,55
Y51F10.11,483,439,384,397
Y51F10.2,8690,8937,8374,9403
Y51F10.3,1827,1925,1851,1966
Y51F10.4,1769,1657,1544,1774
Y51F10.4,1863,1756,1615,1857
Y51F10.7,4064,3908,3727,4536
Y51H1A.3,1905,2131,2137,2164
Y51H1A.3,1772,1980,1976,2010
Y51H4A.1,81,65,71,72
Y51H4A.13,9,10,5,11
Y51H4A.15,817,782,799,902
Y51H4A.15,674,661,643,746
Y51H4A.22,1,1,0,1
Y51H4A.23,0,0,0,0
Y51H4A.25,51,41,42,60
Y51H4A.25,290,256,266,300
Y51H4A.5,71,66,89,92
Y51H4A.6,0,0,0,0
Y51H4A.7,1515,1329,1239,1412
Y51H4A.8,86,67,120,79
Y51H7BR.4,14,7,8,5
Y51H7BR.7,2,5,2,2
Y51H7BR.8,0,0,2,0
Y51H7C.1,672,768,708,818
Y51H7C.10,58,62,58,52
Y51H7C.12,92,86,85,99
Y51H7C.13,26,29,22,28
Y51H7C.15,0,0,0,0
Y51H7C.3,1114,1135,1148,1348
Y51H7C.7,674,698,684,824
Y51H7C.8,3,1,0,2
Y51H7C.9,6,6,4,2
Y52B11A.10,1559,1446,1175,1468
Y52B11A.3,1689,1646,1480,1646
Y52B11A.3,1899,1840,1660,1890
Y52B11A.4,406,334,352,315
Y52B11A.8,1980,2124,2032,2400
Y52B11B.1,0,1,2,1
Y52D5A.1,2,0,1,0
Y52D5A.2,0,0,2,3
Y52E8A.1,3,5,2,4
Y52E8A.2,743,624,614,801
Y52E8A.3,41,51,34,46
Y53C10A.10,7,8,3,8
Y53C10A.15,1,0,0,0
Y53C10A.5,866,832,860,877
Y53C10A.6,1968,1950,1777,1921
Y53C10A.6,1968,1950,1777,1921
Y53C12A.3,2164,2116,1972,2196
Y53C12A.6,107,120,104,123
Y53C12A.7,3,2,2,4
Y53C12A.8,2,5,0,0
Y53C12B.1,2421,2114,1896,2143
Y53C12B.7,33,13,16,24
Y53F4A.2,2,0,1,4
Y53F4B.1,82,63,54,71
Y53F4B.10,5,7,3,7
Y53F4B.11,6,3,3,2
Y53F4B.12,44,29,33,27
Y53F4B.13,4285,4137,3695,4496
Y53F4B.14,265,228,175,339
Y53F4B.16,5,5,4,3
Y53F4B.17,1,4,6,3
Y53F4B.18,2491,2393,2468,2718
Y53F4B.19,9,5,1,6
Y53F4B.20,188,171,197,214
Y53F4B.21,926,885,850,928
Y53F4B.23,50,48,37,50
Y53F4B.24,63,52,50,72
Y53F4B.25,127,95,104,103
Y53F4B.27,251,157,211,154
Y53F4B.27,241,151,198,144
Y53F4B.36,3,7,0,3
Y53F4B.39,1320,1285,1280,1454
Y53F4B.39,1211,1167,1170,1332
Y53F4B.5,2,4,4,7
Y53F4B.6,1,4,1,5
Y53F4B.9,5100,5277,4948,5732
Y53G8AL.1,72,48,56,51
Y53G8AL.2,3862,3756,3732,3999
Y53G8AL.3,1,0,0,2
Y53G8AL.4,4,2,1,3
Y53G8AM.2,1,2,1,0
Y53G8AM.4,8,7,6,6
Y53G8AM.5,3,5,1,2
Y53G8AM.6,11,13,12,8
Y53G8AM.7,8,5,8,5
Y53G8AM.8,606,574,592,666
Y53G8AR.1,4,3,2,4
Y53G8AR.5,506,441,421,517
Y53G8AR.6,2072,1951,1957,1922
Y53G8AR.7,236,238,225,255
Y53G8AR.7,33,36,46,44
Y53G8AR.8,633,590,538,688
Y53G8AR.9,3255,3298,3047,3519
Y53G8B.1,124,107,116,115
Y53G8B.2,476,473,464,473
Y53G8B.3,13,4,4,12
Y53H1A.2,629,624,585,663
Y53H1A.2,555,543,503,565
Y53H1B.2,2248,2085,2252,2322
Y53H1B.4,0,3,2,6
Y53H1C.3,4,3,3,4
Y54B9A.1,829,843,757,900
Y54C5A.1,0,0,0,0
Y54E10A.10,1326,1327,1374,1528
Y54E10A.11,4143,3877,3627,4084
Y54E10A.12,1667,1589,1327,1713
Y54E10A.13,2,1,1,0
Y54E10A.17,681,658,621,655
Y54E10A.6,2190,2004,2024,2086
Y54E10BL.1,3,3,4,2
Y54E10BL.3,219,186,194,224
Y54E10BR.2,1412,1430,1345,1611
Y54E10BR.3,2743,2716,2483,2793
Y54E10BR.4,1659,1651,1445,1795
Y54E2A.10,23,23,26,14
Y54E2A.4,218,216,243,276
Y54E2A.5,5,5,6,2
Y54E2A.7,1,5,0,7
Y54E2A.8,920,906,817,996
Y54E2A.9,0,0,1,0
Y54E5A.2,73,79,72,92
Y54E5A.5,1243,1253,1110,1401
Y54E5A.7,2280,2098,2019,2225
Y54E5A.8,260,207,212,247
Y54E5A.8,257,207,211,246
Y54E5B.2,1479,1363,1146,1363
Y54F10AL.1,1476,1439,1361,1588
Y54F10AL.1,973,982,944,1074
Y54F10AM.11,558,605,554,646
Y54F10AM.5,2089,2066,2105,2137
Y54F10AM.6,191,157,145,146
Y54F10AM.8,1756,1552,1654,1572
Y54F10AR.1,1499,1389,1405,1458
Y54F10AR.2,721,774,735,809
Y54F10BM.12,111,133,111,131
Y54F10BM.13,107,120,105,110
Y54F10BM.3,49,57,35,62
Y54F10BM.6,103,98,64,105
Y54F10BM.9,687,663,626,727
Y54G11A.1,1982,1799,1737,2029
Y54G11A.11,1831,1700,1659,1866
Y54G11A.14,48,57,46,77
Y54G11A.2,1487,1410,1285,1638
Y54G11A.3,3265,3363,3184,3513
Y54G11A.4,98,80,60,85
Y54G11A.7,1100,1055,1055,1195
Y54G11A.9,438,441,361,441
Y54G2A.10,13,11,16,6
Y54G2A.10,7,11,14,5
Y54G2A.11,1174,950,1169,1089
Y54G2A.11,345,275,313,290
Y54G2A.12,620,578,396,605
Y54G2A.13,3,7,0,5
Y54G2A.15,15,17,16,14
Y54G2A.16,16,10,21,13
Y54G2A.18,2889,2947,3325,3547
