wormbase_gene,JA1,JA2,JA3,JA4,JA5,JA6,JA10,JA11,JA12,JA13,JA14,JA15,JA19,JA20,JA21,JA22,JA23,JA24,JA28,JA29,JA30,JA31
WBGene00015926,1603,1942,1219,891,1745,881,983,1342,812,1740,606,634,745,2351,1891,1640,1886,2117,2922,1584,3661,1847
WBGene00199130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015935,31,53,29,30,45,40,14,30,21,35,16,13,34,55,46,54,57,81,237,129,287,173
WBGene00015936,185,296,167,158,322,156,286,441,214,476,168,179,548,628,566,850,741,817,1504,776,1813,1001
WBGene00015937,115,132,69,54,124,54,8,10,10,10,9,8,14,18,22,14,10,10,38,23,54,26
WBGene00015928,7034,8257,5479,3804,7129,3655,6798,9026,6279,12070,5356,5429,3438,10262,8138,8605,10570,12409,8122,4629,11524,5868
WBGene00015929,89,101,48,40,90,54,9,9,4,11,2,6,10,23,24,11,7,8,31,13,39,24
WBGene00197915,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00198193,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3,2,0,2
WBGene00198713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00198975,1,1,0,0,1,1,0,3,0,0,1,0,0,0,0,0,1,0,1,0,1,1
WBGene00199434,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1
WBGene00200214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015930,777,856,496,475,850,442,906,1124,675,1274,732,507,679,1479,938,1444,1253,1464,1319,957,1996,1087
WBGene00015931,61,61,33,33,56,37,8,7,5,6,3,1,3,5,17,11,4,6,16,5,18,7
WBGene00015932,34,30,21,22,44,20,931,1177,707,1222,582,506,164,395,345,649,613,767,8,3,6,7
WBGene00023238,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00015933,878,931,647,737,1284,878,1602,2167,1265,2513,1058,1130,159,272,210,442,423,498,24,13,56,13
WBGene00015947,111,144,65,61,149,60,128,200,77,158,80,87,213,255,209,272,267,279,576,425,884,447
WBGene00197761,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
WBGene00198982,1,0,3,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
WBGene00199947,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00201175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015948,19,28,25,16,47,28,20,35,15,38,14,11,25,42,44,49,31,55,127,32,115,42
WBGene00015949,469,572,372,331,738,441,67,87,59,149,54,49,29,50,59,72,58,69,24,16,33,13
WBGene00015950,53,68,43,46,71,35,39,60,28,67,39,39,25,28,33,53,40,65,10,5,10,5
WBGene00022938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015946,50,66,41,50,85,34,51,54,12,65,26,12,36,49,36,66,55,60,50,26,59,27
WBGene00044668,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,2
WBGene00044704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195558,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
WBGene00195841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196487,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00196521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196874,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198040,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
WBGene00198236,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198413,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
WBGene00200587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015941,6740,7730,5316,4568,8714,5062,4048,5482,3671,7249,3616,3424,4832,6144,4930,7567,6453,8783,5886,2767,6892,3648
WBGene00015944,21,29,23,16,33,28,1,3,2,1,0,0,1,1,0,2,2,1,6,0,2,2
WBGene00015945,12,11,8,6,14,7,4,12,3,6,4,2,21,7,6,12,5,1,11,9,11,10
WBGene00015963,12,16,13,6,15,15,14,13,10,16,7,5,14,26,13,18,17,24,37,23,34,26
WBGene00007663,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00195785,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
WBGene00197510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
WBGene00198542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
WBGene00198835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00199944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007666,1720,2195,1393,1187,2455,1442,2203,2882,1779,3442,1370,1588,2023,3336,2676,3383,2978,3560,4139,1902,4531,2270
WBGene00007668,963,1246,814,691,1294,705,673,932,535,1207,502,445,454,946,728,880,877,975,795,392,882,452
WBGene00195761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015952,9,21,12,11,13,8,2,6,6,8,4,4,3,9,3,9,8,5,13,6,11,11
WBGene00015953,4,4,1,4,6,5,0,0,0,5,1,2,7,2,8,5,2,8,14,6,9,11
WBGene00015954,828,1113,701,593,1200,623,111,177,98,316,81,85,43,95,103,93,97,132,100,46,135,74
WBGene00015955,1137,1371,776,593,1348,627,1132,1620,884,1792,597,696,556,1892,1503,1387,1486,1885,2774,1448,3840,1730
WBGene00015956,4275,5030,3190,1988,4120,2299,1350,1817,1129,2269,786,834,356,1339,1028,891,1130,1317,846,518,1251,675
WBGene00196741,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00198992,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198248,5,3,2,2,4,4,2,1,1,3,3,1,3,3,2,3,1,5,7,5,7,2
WBGene00199472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
WBGene00202325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00023239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015968,15,7,6,2,4,4,10,17,16,9,2,5,1,28,12,2,10,16,29,37,64,25
WBGene00196105,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0
WBGene00196892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196939,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0
WBGene00197952,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00198249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198519,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
WBGene00198716,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007669,3,6,2,1,2,1,1,1,3,2,1,3,4,6,4,4,2,4,4,0,0,2
WBGene00201930,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
WBGene00007679,631,909,524,473,1049,489,321,440,207,493,164,140,303,650,458,621,510,576,598,331,878,371
WBGene00194727,3,4,3,0,4,5,0,5,0,1,1,0,1,2,2,2,4,5,6,2,10,1
WBGene00007681,5043,5761,3693,3393,6710,3364,4827,6581,4079,9371,4069,3979,4090,6060,4976,8242,7476,9041,4566,2110,5885,2860
WBGene00007682,18,12,1,9,16,1,162,288,98,207,85,88,2112,1735,1398,2268,1770,2338,4607,1957,5278,2391
WBGene00044232,19,11,12,12,14,8,6,13,6,13,3,4,4,6,13,4,18,7,14,9,24,15
WBGene00045211,0,0,0,0,0,0,0,1,1,1,1,0,20,19,16,22,20,25,35,13,44,15
WBGene00077438,0,3,2,0,4,4,0,1,1,1,0,0,3,2,1,4,1,6,2,4,4,3
WBGene00007673,0,2,0,0,3,0,0,0,0,4,0,1,2,1,1,0,1,1,5,0,1,2
WBGene00007674,13,19,18,18,28,11,4,9,9,11,4,8,17,24,27,28,33,28,19,9,28,10
WBGene00007675,199,270,146,159,267,139,142,222,116,253,117,107,206,258,204,194,270,305,222,108,259,127
WBGene00007677,70,96,47,74,128,80,54,102,56,117,62,57,154,126,120,187,152,168,209,100,222,114
WBGene00014263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00015970,33,44,21,17,49,40,50,91,45,102,51,38,84,81,95,125,117,144,96,42,111,67
WBGene00199825,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00015972,1052,1264,813,563,1153,556,1166,1421,1151,1967,960,960,769,1817,1442,1389,1512,1891,2435,1298,2521,1414
WBGene00015973,9,11,3,5,17,6,1,3,4,6,4,3,7,3,9,11,10,9,41,12,27,9
WBGene00015976,2206,3152,1718,1708,3371,1774,1781,2530,1284,3322,1425,1266,1992,2448,2062,3410,2744,3047,2019,785,2198,995
WBGene00196803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00197350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00199203,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
WBGene00007683,5970,6856,4742,4133,7329,4187,4224,5671,3673,7192,3645,3203,4079,5851,4660,6248,6197,7238,5048,2989,6002,3533
WBGene00007684,4411,5404,3265,3029,6498,3566,2109,3278,1628,3873,1622,1607,2380,3132,2714,3322,3423,3933,2626,1018,2824,1373
WBGene00007685,921,1180,710,731,1377,782,243,376,208,502,221,195,239,323,226,384,366,376,382,223,540,287
WBGene00007687,80,109,69,54,93,38,51,66,36,112,38,28,11,34,32,26,21,24,105,46,141,69
WBGene00007688,37,46,20,27,38,31,1,2,2,2,0,3,4,3,12,6,3,4,13,2,8,9
WBGene00007689,621,768,461,485,880,421,490,673,288,701,337,298,410,656,484,901,740,858,886,515,1250,577
WBGene00015977,31,40,25,29,36,27,20,21,17,26,24,22,21,41,30,43,30,54,33,25,46,24
WBGene00015978,5759,7081,4719,3496,7415,3889,7029,9125,5515,12224,5182,5164,6761,11913,9754,11786,11861,13983,11689,5372,13779,6659
WBGene00015979,0,2,0,0,1,0,1,0,0,0,1,0,0,1,2,1,1,0,1,0,2,1
WBGene00200716,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,2,2
WBGene00201634,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1
WBGene00201648,0,1,1,0,2,0,0,3,0,0,1,0,0,2,0,2,0,0,2,0,1,0
WBGene00195520,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197272,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1
WBGene00197695,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,2,1
WBGene00200461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015980,39,57,30,32,52,40,11,17,9,28,9,12,28,31,26,26,22,26,38,21,66,43
WBGene00015984,17,29,18,21,26,6,23,39,22,46,14,24,29,36,28,55,54,54,30,22,38,20
WBGene00015985,6,5,2,1,2,2,2,0,2,3,6,3,3,2,2,4,2,1,7,3,3,2
WBGene00015986,3,1,0,3,1,0,1,2,2,1,2,1,2,3,1,4,3,3,6,2,6,1
WBGene00015987,17,21,18,15,22,23,0,0,0,0,0,0,2,0,1,2,0,0,3,2,7,1
WBGene00015989,71,92,59,33,91,38,53,53,27,77,43,36,21,63,70,74,96,93,37,18,37,27
WBGene00015990,10,5,5,3,7,4,3,5,6,7,5,1,12,11,20,20,8,14,30,7,23,20
WBGene00015991,16,18,12,3,19,17,6,11,4,11,11,5,14,9,21,10,12,18,60,32,71,35
WBGene00015992,37,21,19,9,32,22,8,5,4,5,0,0,2,10,10,6,8,10,50,32,43,32
WBGene00201519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
WBGene00015993,7,3,2,5,3,6,14,17,15,20,3,3,4,15,10,9,11,4,150,106,207,115
WBGene00044457,102,96,69,44,91,46,229,355,199,322,146,134,163,352,280,469,354,499,294,202,500,218
WBGene00189987,0,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1
WBGene00199072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00200850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015994,36,45,22,27,54,38,3,2,2,0,0,0,1,0,4,2,0,0,6,0,9,4
WBGene00015996,4,3,2,0,7,1,1,2,0,5,0,0,0,6,4,1,1,7,19,5,28,15
WBGene00015997,11,16,7,11,24,12,0,0,1,0,0,1,0,2,1,0,0,0,6,1,1,1
WBGene00016000,0,1,1,0,2,1,0,0,1,1,0,2,1,1,2,1,1,1,4,2,6,4
WBGene00199673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202353,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
WBGene00016002,5948,5972,4972,1758,3539,2221,4728,5174,5597,7563,2659,4069,677,10136,8711,3625,6919,9542,5839,3828,9666,4758
WBGene00016003,70,78,38,49,74,51,101,102,91,120,66,42,253,380,260,299,280,285,462,368,686,367
WBGene00016004,1304,1552,874,1024,1941,1185,1425,2079,1128,2458,1330,1128,3650,3104,2691,4342,3406,4307,5012,2155,5387,2786
WBGene00197105,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,1
WBGene00016008,3,6,4,3,4,2,6,10,3,8,6,5,14,37,22,17,21,31,83,27,71,27
WBGene00016009,370,452,283,247,467,254,473,717,396,705,381,355,616,935,846,796,835,954,1042,579,1105,582
WBGene00195567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00195951,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,2
WBGene00198069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
WBGene00016010,35,36,21,19,50,25,11,24,4,29,11,12,20,38,27,23,39,34,75,26,68,34
WBGene00016016,0,1,0,1,3,0,0,1,0,2,0,0,0,2,2,4,1,0,4,1,3,0
WBGene00016017,4,3,3,4,7,4,7,18,5,19,13,14,27,41,40,57,57,31,11,1,11,10
WBGene00016011,3903,4338,2938,2603,4916,3010,2398,3794,2208,4467,2047,1954,2903,3594,3292,3435,3963,5256,3139,1519,3687,1903
WBGene00016012,89,125,84,74,123,63,34,50,19,53,37,23,54,53,63,94,53,76,183,64,164,81
WBGene00016014,5878,7120,4881,3519,7009,4026,5516,7205,5221,10013,4604,4851,3942,7342,6552,7390,8144,9902,5289,2941,6810,3745
WBGene00016015,10077,11257,8171,4937,9420,5144,8882,11274,8980,14779,6341,6615,5648,16739,13914,11797,13046,17304,15009,8003,17361,9381
WBGene00197273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00016018,1864,2440,1489,1281,2653,1441,827,1177,694,1339,512,491,531,1156,873,1326,1071,1329,796,496,1125,573
WBGene00016021,2430,2921,1818,1457,2909,1503,2317,3002,1971,4151,1811,1806,1653,3377,2787,3341,3585,4068,2619,1357,3359,1824
WBGene00016022,737,896,588,544,1068,579,316,426,237,738,298,276,900,858,726,1240,927,1087,817,284,751,349
WBGene00197205,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0
WBGene00197362,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,2,0,0,0
WBGene00199761,2,1,0,0,2,0,3,1,1,2,1,0,0,2,1,1,1,2,0,2,3,0
WBGene00202192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007691,38,54,28,28,45,25,108,178,75,189,76,77,46,67,52,99,97,154,75,36,102,53
WBGene00007692,347,464,270,201,408,212,315,452,266,539,242,203,148,319,177,328,338,360,52,34,79,30
WBGene00007693,76,92,49,33,83,51,69,107,60,152,66,60,35,61,43,94,105,85,56,22,35,25
WBGene00007694,356,388,255,171,366,155,334,463,265,433,204,186,386,951,737,639,822,771,2597,1253,2499,1410
WBGene00007695,187,201,130,89,197,98,111,135,89,167,88,51,53,80,67,140,108,134,145,54,140,84
WBGene00044132,124,137,96,83,197,110,80,126,62,118,38,40,64,137,112,150,137,148,175,112,294,162
WBGene00196377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022940,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
WBGene00044649,12,24,18,13,25,14,13,14,10,25,3,6,26,14,12,35,23,31,25,11,34,12
WBGene00077523,1,5,4,1,4,0,0,2,1,0,3,3,2,1,1,1,2,5,1,1,2,1
WBGene00199050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00023240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00023241,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00023242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00016027,4055,5082,2981,2664,5583,3223,5003,6906,3896,8573,4127,3657,4595,6053,4879,7221,7546,8763,957,564,1414,737
WBGene00016030,509,640,370,236,552,280,256,349,223,493,191,206,266,528,464,443,499,541,601,347,899,416
WBGene00199547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
WBGene00200602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202144,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
WBGene00016040,60,78,39,34,83,61,22,38,20,33,21,14,23,29,33,29,39,41,41,18,42,25
WBGene00198089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201694,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00016041,4,2,0,0,4,1,0,4,3,5,1,1,0,1,2,2,1,4,3,6,8,5
WBGene00016042,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,2,1,2,0
WBGene00016043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00016032,8,12,6,7,6,3,5,6,3,6,0,3,13,6,8,5,5,9,42,14,24,12
WBGene00195542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
WBGene00199261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00200293,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0
WBGene00016033,867,1251,730,686,1497,775,326,450,217,610,210,201,292,513,440,481,520,533,578,226,696,321
WBGene00016034,239,315,202,179,330,190,138,203,108,233,89,97,103,179,155,169,196,226,174,130,315,142
WBGene00044580,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
WBGene00198116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00201136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00016039,11,12,1,6,18,8,5,17,2,10,4,6,5,11,8,17,8,12,40,11,35,21
WBGene00044004,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
WBGene00195487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00016044,37,45,26,31,41,31,24,30,16,42,17,13,21,37,28,64,46,50,62,43,86,42
WBGene00016046,265,273,172,165,311,166,158,281,148,273,116,124,108,193,138,211,209,265,113,71,159,98
WBGene00196122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
WBGene00196834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199406,1,2,3,0,3,0,1,1,0,2,1,1,0,0,1,1,4,1,1,0,2,1
WBGene00016048,3421,4637,2559,1883,4348,2153,5062,6324,3601,7694,2529,2776,2008,5398,3902,4518,4819,5768,1261,853,2238,962
WBGene00016054,61,82,43,32,89,52,0,6,1,2,0,1,2,1,11,2,1,2,8,7,12,4
WBGene00023243,0,0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,2,1,1,0
WBGene00016055,2278,2691,1791,1750,3310,1866,2148,3049,1795,4022,1883,1731,2763,2683,2394,4011,3197,3939,2797,1150,2859,1450
WBGene00198105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00016056,246,323,182,156,323,161,388,605,349,757,329,306,356,663,535,551,625,621,475,245,569,262
WBGene00016057,2700,3470,2175,2156,4447,2561,2648,3575,2068,4859,2197,2094,4129,3650,3050,5184,4306,5152,3859,1490,3915,1914
WBGene00195361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007697,671,819,473,579,1079,555,1233,1812,947,2125,971,934,1546,1565,1381,2281,1934,2235,1520,602,1735,871
WBGene00202030,3,2,1,0,3,0,0,1,1,4,4,0,0,2,2,2,2,2,0,1,2,1
WBGene00195993,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
WBGene00197249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00016067,132,194,124,98,199,85,46,65,25,65,22,15,46,100,82,49,92,89,137,115,224,106
WBGene00016068,817,1008,614,528,1101,569,833,1221,724,1536,740,657,690,1086,956,1154,1075,1259,994,444,1055,526
WBGene00016069,40,42,24,24,43,17,7,4,4,15,14,2,6,5,8,8,15,12,8,11,12,4
WBGene00016070,7,20,11,6,17,11,0,6,2,8,4,9,3,4,4,12,4,5,5,1,12,5
WBGene00007699,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
WBGene00195922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007700,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007702,254,363,236,185,500,223,412,580,216,677,241,233,477,679,497,852,863,763,737,239,763,308
WBGene00014264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00016071,117,166,79,104,154,79,79,122,64,103,46,35,155,267,196,166,186,194,410,160,316,200
WBGene00016080,79,112,55,65,124,45,46,92,28,62,30,24,169,199,156,199,171,142,302,121,245,104
WBGene00044639,3,0,1,1,1,1,1,0,3,2,0,1,1,5,8,2,8,5,8,4,8,1
WBGene00196220,1,9,2,3,2,5,2,0,0,1,0,0,0,2,0,0,1,1,0,0,2,1
WBGene00201105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00202139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00016072,31,28,19,12,37,14,20,12,13,23,15,8,48,28,24,40,35,52,86,22,50,25
WBGene00023244,5,18,6,4,12,3,6,15,9,8,5,2,11,42,36,18,24,22,50,24,47,18
WBGene00016073,4581,4988,3711,2204,4403,2496,3485,4594,3485,5997,2748,2840,2737,6552,5527,4874,5927,7675,7157,4074,9616,5285
WBGene00016075,7,2,6,3,3,1,1,5,1,0,0,0,5,6,4,8,3,8,8,5,4,3
WBGene00016076,28,42,26,21,48,21,9,21,8,20,6,7,42,52,35,51,56,35,69,23,52,32
WBGene00016077,9,14,7,7,25,6,16,16,13,21,6,9,12,30,12,22,26,16,31,11,22,6
WBGene00016078,25,47,26,15,32,20,21,29,14,18,9,9,22,32,19,19,26,18,53,24,28,17
